"Status","Order Reference","Creation Date","Customer/ID","Customer","Order Lines/Product/ID","Order Lines/Product","Order Lines/Quantity","Order Lines/Delivered Quantity","Order Lines/Unit Price","Total"
"Sales Order","S00043","2022-01-07 11:56:12","__export__.res_partner_152_0c86e290","North Idaho Stem Charter Academy, Scott Thompson","__export__.product_product_397_156914b4","4x4","4.0","0.0","1.0","10.0"
"","","","","","__export__.product_product_560_cdfcf69a","SERVO LINKAGE KIT","4.0","0.0","1.0",""
"","","","","","__export__.product_product_561_567d3a76","Four Wheel Steering Upgrade Module for 4x4 Robot Kits","2.0","0.0","1.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00042","2022-01-05 13:45:19","__export__.res_partner_148_4b5968eb","School District of Augusta, Ryan Nelson","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","1.0","1.0","759.5","13798.28"
"","","","","","__export__.product_product_631_b1660bf6","1 Year Course-Foundations+Drones Lab UGV+UAV (Duplicate Parts Eliminated) w180 Curriculum Hours","0.0","2.0","1.0",""
"","","","","","__export__.product_product_632_603984ca","Web based curriculum annual subscription for a single product","0.0","1.0","1.0",""
"","","","","","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","4.0","4.0","279.3",""
"","","","","","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","1.0","1.0","1750.0",""
"","","","","","__export__.product_product_410_01079032","[MCK-1YLB-MR2] ONE YEAR LAB","2.0","0.0","4672.5",""
"","","","","","__export__.product_product_481_d737f17f","[MIC-SUL-100] WEB BASED CURRIULUM ANNUAL SUBSCRIPTION FOR ONE PRODUCT","1.0","0.0","556.5",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","270.08",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00041","2021-12-14 14:30:02","__export__.res_partner_142_3bc85f8e","LAB Midwest, Eddie Johnson","__export__.product_product_383_1c3e2d45","[MCK-ECLB-2WD] ELECTRIC CAR LAB","1.0","1.0","450.0","463.1"
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","13.1",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00040","2021-12-08 13:45:14","__export__.res_partner_94_b1df1458","Manny Parras","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","1.0","2100.0","2147.97"
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","47.97",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00039","2021-12-02 16:00:42","__export__.res_partner_134_3a2d0c2a","Columbia Basin Tech Skills Center","__export__.product_product_346_5ef4c8bc","6x6 (Super Rover Kit)","18.0","18.0","770.0","20981.32"
"","","","","","__export__.product_product_373_51653d92","ARDUINO UPGRADE","18.0","18.0","273.0",""
"","","","","","__export__.product_product_519_20cf4340","6x6 DUAL MOTOR GEARBOX","18.0","0.0","101.5",""
"","","","","","__export__.product_product_578_c9091447","DUAL MOTOR Upgrade Module for Super Rover Kit ","0.0","18.0","1.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","18.0","0.0","15.82",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","95.56",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00038","2021-12-02 15:38:11","__export__.res_partner_132_8cf6d1a2","Atlanta Area School for the Deaf, Angelia Matthews","__export__.product_product_383_1c3e2d45","[MCK-ECLB-2WD] ELECTRIC CAR LAB","2.0","2.0","420.0","885.76"
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","45.76",""
"Sales Order","S00037","2021-12-02 14:37:42","__export__.res_partner_111_9b6d2a92","Killeen ISD Distribution Center","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","12.0","12.0","1987.5","27425.97"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","596.25",""
"","","","","","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","2.0","1.0","813.75",""
"","","","","","__export__.product_product_373_51653d92","ARDUINO UPGRADE","2.0","2.0","292.5",""
"","","","","","__export__.product_product_372_716c6347","[A501] 250 PIECE","2.0","2.0","71.25",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","608.28",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","16.44",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00036","2021-12-02 09:13:34","__export__.res_partner_119_dc1b3d88","Prince George High School, Matthew Weston","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","1.0","2100.0","3262.89"
"","","","","","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","1.0","556.5",""
"","","","","","__export__.product_product_457_60ca7d99","[MCK-107P-045] FAA 107 PREP COURSE","1.0","1.0","556.5",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","1.0","49.89",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00035","2021-12-02 08:51:04","__export__.res_partner_127_1e7bd07a","South Georgia Technical College, David Kulpers","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","2.0","2.0","1750.0","3677.7"
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","177.7",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00034","2021-11-30 13:42:34","__export__.res_partner_125_8ca04bc1","Ellison High School, Eric Southerland","__export__.product_product_518_0a4a36b1","Spektrum TX/RX USB Programming Cable","1.0","1.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00032","2021-11-19 14:27:30","__export__.res_partner_121_064f0c85","East San Gabriel Valley ROP, Central Warehouse","__export__.product_product_379_25b00eb2","[MCK-FDLB-6X6] FOUNDATIONS LAB 6x6 (90 Hour)","30.0","0.0","2086.0","94080.0"
"","","","","","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","15.0","0.0","2100.0",""
"Sales Order","S00031","2021-11-19 14:23:59","__export__.res_partner_118_9f50cff6","Prince George High School","__export__.product_product_379_25b00eb2","[MCK-FDLB-6X6] FOUNDATIONS LAB 6x6 (90 Hour)","10.0","10.0","2086.0","22052.22"
"","","","","","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","1.0","0.0","759.5",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","432.72",""
"Sales Order","S00030","2021-11-19 14:14:56","__export__.res_partner_78_e344b68b","Val Verde USD Warehouse","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","10.0","10.0","2100.0","21199.2"
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","10.0","10.0","19.92",""
"Sales Order","S00029","2021-11-19 14:07:28","__export__.res_partner_117_a8277585","Lincolnview Local School, Jordan Dues","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","1.0","2100.0","9698.64"
"","","","","","__export__.product_product_447_5c01088f","[CPK-UAM2-001] COMPETITION KIT UAV","6.0","6.0","840.0",""
"","","","","","__export__.product_product_557_f03e405e","DRONES 45 DEMO BOOK","1.0","1.0","0.0",""
"","","","","","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","1.0","1.0","1750.0",""
"","","","","","__export__.product_product_481_d737f17f","[MIC-SUL-100] WEB BASED CURRIULUM ANNUAL SUBSCRIPTION FOR ONE PRODUCT","1.0","1.0","556.5",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","1.0","252.14",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00028","2021-11-19 14:03:15","__export__.res_partner_115_2569bc4b","Marshall County Material Center, Trent Powell","__export__.product_product_457_60ca7d99","[MCK-107P-045] FAA 107 PREP COURSE","3.0","0.0","556.5","16471.0"
"","","","","","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","1.0","1.0","1750.0",""
"","","","","","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","5.0","5.0","2100.0",""
"","","","","","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","1.0","556.5",""
"","","","","","__export__.product_product_57_2d6dc507","[D901] REALFLIGHT FLIGHT SIMULATOR","10.0","10.0","199.5",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00027","2021-11-19 13:58:40","__export__.res_partner_91_2e83d30b","Southern Oklahoma Technology Center, Jennifer Laird","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","3.0","3.0","2625.0","7943.16"
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","68.16",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00026","2021-11-19 13:48:30","__export__.res_partner_114_3b4b0f64","Frederick Douglass High School, Randall Park High School","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","2.0","2.0","1855.0","7634.81"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","556.5",""
"","","","","","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","1.0","1.0","759.5",""
"","","","","","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","8.0","8.0","279.3",""
"","","","","","__export__.product_product_27_51f0791a","STORAGE BIN","8.0","8.0","23.63",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","185.41",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_27_51f0791a","STORAGE BIN","1.0","0.0","-0.04",""
"Sales Order","S00025","2021-11-19 13:40:21","__export__.res_partner_113_8015b478","Robert Anderson Middle School, Charles Richardson","__export__.product_product_383_1c3e2d45","[MCK-ECLB-2WD] ELECTRIC CAR LAB","6.0","6.0","420.0","2624.1"
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","104.1",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00024","2021-11-19 13:35:04","__export__.res_partner_111_9b6d2a92","Killeen ISD Distribution Center","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","5.0","5.0","1987.5","10702.45"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","596.25",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","168.7",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00023","2021-11-19 13:09:29","__export__.res_partner_109_546fc213","Henderson Co. High School, ATTN: Kaleb Payton","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","5.0","5.0","1855.0","10178.35"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","556.5",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","346.85",""
"Sales Order","S00022","2021-11-18 12:04:15","__export__.res_partner_107_a79d4bc5","DEPCO","__export__.product_product_47_8ab96e00","[B404] LIPO BATTERY","5.0","5.0","0.0",""
"","","","","","__export__.product_product_291_c19de710","[A506] LIPO / NIMH CHARGER","2.0","2.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00021","2021-11-18 11:59:29","__export__.res_partner_106_286ff867","Medical Lake High School","__export__.product_product_380_9e98d6ce","[F504] INERTIA PLUG","6.0","6.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00020","2021-11-18 11:45:28","__export__.res_partner_105_f9a807f4","Technical Training Aids, Chris Knighton","__export__.product_product_516_65a25756","MINDS-i T-Shirt","2.0","2.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00019","2021-11-15 15:35:13","__export__.res_partner_103_97a7f36d","West Covina USD, Warehouse","__export__.product_product_383_1c3e2d45","[MCK-ECLB-2WD] ELECTRIC CAR LAB","8.0","8.0","420.0","3360.0"
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00018","2021-11-15 15:24:19","__export__.res_partner_101_b35a8685","Butler County ATC, ATTN: Susan Martin/ Butler","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","1.0","2100.0","2656.5"
"","","","","","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","1.0","556.5",""
"Sales Order","S00017","2021-11-15 14:11:14","__export__.res_partner_46_65d605e7","Autry Technology Center","__export__.product_product_106_8a13249f","[H603] 1.5-LOCK","5.0","5.0","6.75","251.59"
"","","","","","__export__.product_product_18_9ad28be7","[H403] 1.5-PIN","5.0","5.0","0.0",""
"","","","","","__export__.product_product_169_6e20292b","[B304] 1/16"" HEX DRIVER","4.0","4.0","7.5",""
"","","","","","__export__.product_product_40_38219a31","[B303] 3/32"" HEX DRIVER","4.0","4.0","7.5",""
"","","","","","__export__.product_product_291_c19de710","[A506] LIPO / NIMH CHARGER","1.0","1.0","59.99",""
"","","","","","__export__.product_product_211_2d40a53a","15-T PINION","10.0","10.0","6.5",""
"","","","","","__export__.product_product_190_d0043f46","[F304] SERVO Y-HARNESS W/REVERSER","1.0","1.0","21.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","11.85",""
"","","","","","","","0.0","0.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00016","2021-11-15 13:20:37","__export__.res_partner_96_0cbc6241","Lancaster ISD","__export__.product_product_181_11526635","[C10x] 3 Channel Radio","4.0","4.0","44.0","176.0"
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00014","2021-11-12 07:54:31","__export__.res_partner_52_75ebd96e","Longview School District No. 122","__export__.product_product_373_51653d92","ARDUINO UPGRADE","15.0","15.0","273.0","6958.85"
"","","","","","__export__.product_product_315_201acd44","[H601] GEAR REDUCER","15.0","15.0","42.0",""
"","","","","","__export__.product_product_207_b85313b3","[B705] FELT CATAPULT MAT","15.0","15.0","42.0",""
"","","","","","__export__.product_product_265_9b4e153a","[D202] 15LB TUBE SCALE","15.0","15.0","14.0",""
"","","","","","__export__.product_product_180_ffd9ff49","[D101] TACHOMETER","15.0","15.0","79.8",""
"","","","","","__export__.product_product_214_a1946d2a","[L102B] 5000 RPM MOTOR WITH WIRE","3.0","3.0","10.5",""
"","","","","","__export__.product_product_58_cf690447","[A401] HS-485HB SERVO (With Hardware)","4.0","4.0","20.3",""
"","","","","","__export__.product_product_47_8ab96e00","[B404] LIPO BATTERY","2.0","2.0","21.0",""
"","","","","","__export__.product_product_78_078246e8","[J302] 12-BEAM","30.0","30.0","0.21",""
"","","","","","__export__.product_product_97_6f2154c8","[i301] 7-45 BEAM","2.0","2.0","0.21",""
"","","","","","__export__.product_product_98_e62b91de","[i302] 8-45 BEAM","2.0","2.0","0.21",""
"","","","","","__export__.product_product_102_098d5aca","[i305] 11-45 BEAM","20.0","20.0","0.21",""
"","","","","","__export__.product_product_310_40886b04","[F510] M5 WHEEL END SHAFT","1.0","1.0","0.74",""
"","","","","","__export__.product_product_302_88e6df3f","[F406] 4.8"" FOUR-LINK ARM","1.0","1.0","0.7",""
"","","","","","__export__.product_product_200_10cc2b29","[F306] HVY DUTY ROD ENDS BLACK/12","1.0","1.0","0.53",""
"","","","","","__export__.product_product_325_99a5976a","[i701] 1-DRIVELINE MALE ASSEMBLY","4.0","4.0","8.4",""
"","","","","","__export__.product_product_278_0c62c4ab","[G301] 6x12x4mm BEARING","15.0","15.0","0.7",""
"","","","","","__export__.product_product_123_85a64e59","[i607] FRONT WHEEL HUB","1.0","1.0","0.7",""
"","","","","","__export__.product_product_211_2d40a53a","15-T PINION","2.0","2.0","4.55",""
"","","","","","__export__.product_product_192_ca90a0c1","[B302] RING AND PINION GEAR SET","2.0","2.0","3.5",""
"","","","","","__export__.product_product_515_1969d2d1","DISCOUNT","1.0","0.0","-32.06",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00013","2021-11-12 06:47:32","__export__.res_partner_94_b1df1458","Manny Parras","__export__.product_product_346_5ef4c8bc","6x6 (Super Rover Kit)","1.0","1.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00012","2021-11-12 06:38:29","__export__.res_partner_92_d5d65a95","Fox River Middle School","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","3.0","3.0","279.3","837.9"
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00011","2021-11-11 14:33:55","__export__.res_partner_90_f08abe09","Southern Oklahoma Technology Center","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","1.0","596.25","596.25"
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00010","2021-11-11 13:48:48","__export__.res_partner_53_dd68f2e6","CAVIT School","__export__.product_product_379_25b00eb2","[MCK-FDLB-6X6] FOUNDATIONS LAB 6x6 (90 Hour)","10.0","0.0","2086.0","24073.0"
"","","","","","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","0.0","2100.0",""
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","0.0","556.5",""
"","","","","","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","0.0","556.5",""
"Sales Order","S00008","2021-11-11 09:57:13","__export__.res_partner_87_4a623547","Liberty High School","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","2.0","2.0","1855.0","7601.48"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","556.5",""
"","","","","","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","1.0","1.0","759.5",""
"","","","","","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","8.0","8.0","279.3",""
"","","","","","__export__.product_product_27_51f0791a","STORAGE BIN","2.0","2.0","94.5",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","152.08",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00007","2021-11-09 07:41:02","__export__.res_partner_85_6246b7f7","Escanaba Senior High School","__export__.product_product_429_1a37b7f3","[MCK-DRLB-MR2] DRONES LAB UGV + UAV","2.0","2.0","3710.0","10458.55"
"","","","","","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","2.0","2.0","279.3",""
"","","","","","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","1.0","1.0","1750.0",""
"","","","","","__export__.product_product_481_d737f17f","[MIC-SUL-100] WEB BASED CURRIULUM ANNUAL SUBSCRIPTION FOR ONE PRODUCT","1.0","1.0","556.5",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","173.45",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00006","2021-11-08 11:24:50","__export__.res_partner_83_2f793176","Granton Area School District","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","1.0","2250.0","2512.0"
"","","","","","__export__.product_product_425_faa2b301","[MCK-UASL-045] DRONE CURRICULUM 45","1.0","1.0","262.0",""
"Sales Order","S00005","2021-11-03 11:46:28","__export__.res_partner_60_05d81041","Auburn School District 408","__export__.product_product_332_331ffdcc","[C303] MR2 BAG 3: ESC","24.0","24.0","0.0",""
"","","","","","__export__.product_product_336_4020694e","[C202] MR2 BAG 7: APM","24.0","24.0","0.0",""
"","","","","","__export__.product_product_68_c3c9a78a","MULTIROTOR INSTRUCTIONS","24.0","24.0","0.0",""
"Sales Order","S00004","2021-11-03 09:09:59","__export__.res_partner_52_75ebd96e","Longview School District No. 122","__export__.product_product_406_f2fb3206","[C803] ARDUINO ROBOT BAG 3: SCREWS","120.0","120.0","0.0",""
"","","","","","__export__.product_product_408_48e3875a","[C805] ARDUINO ROBOT BAG 5: ELECTRONICS","120.0","120.0","0.0",""
"","","","","","__export__.product_product_195_324ed41b","[A402] CONTINUOUS ROTATION ROBOTIC SERVO (With Hardware)","240.0","240.0","0.0",""
"","","","","","__export__.product_product_382_d894b343","[A505] TAMIYA CHARGER ADAPTER","120.0","120.0","0.0",""
"","","","","","__export__.product_product_244_c493d476","[E101] ARDUINO ROBOT INSTRUCTIONS","120.0","120.0","0.0",""
"","","","","","__export__.product_product_248_4ceb9482","[E406] ARDUINO USER GUIDE INSTRUCTIONS","120.0","120.0","0.0",""
"","","","","","__export__.product_product_69_7d2efc70","[F604] USB DRIVE","120.0","120.0","0.0",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00003","2021-11-02 09:16:35","__export__.res_partner_51_1cba4ece","Val Verde USD","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","25.0","25.0","2100.0","55060.52"
"","","","","","__export__.product_product_418_944cfd4e","[MCK-DRGY-001] UAV DRONE GIMBAL RIG","1.0","1.0","1750.0",""
"","","","","","__export__.product_product_491_48364231","Shipping","1.0","0.0","810.52",""
"","","","","","","","0.0","0.0","0.0",""
"Sales Order","S00002","2021-10-27 10:03:33","__export__.res_partner_74_f4b336e5","Cliff Park High School","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","2.0","2.0","1987.5","7741.25"
"","","","","","__export__.product_product_431_349cdf25","[MCK-FDSL-090] FOUNDATIONS CURRICULUM","1.0","1.0","556.5",""
"","","","","","__export__.product_product_432_698c46a5","[MCK-FDTR-001] FOUNDATIONS TEACHERS' RESOURCE","1.0","1.0","813.75",""
"","","","","","__export__.product_product_403_6fd346dc","[PTT-ARD2-001] ARDUINO ROBOT","8.0","8.0","299.25",""
"","","","","","__export__.product_product_27_51f0791a","STORAGE BIN","2.0","2.0","1.0",""
"Sales Order","S00001","2021-10-20 15:27:59","__export__.res_partner_70_ed3c077d","Bark River-Harris School","__export__.product_product_1_c386ce79","[MCK-UALB-MR2] UAV DRONE LAB","1.0","0.0","2250.0","6971.25"
"","","","","","__export__.product_product_396_c5501cd7","[MCK-FDLB-4X4] FOUNDATIONS LAB 4x4 (90 Hour)","2.0","2.0","1987.5",""
"","","","","","__export__.product_product_480_9c4960db","[MIC-DUL-100] WEB BASED CURRICULUM ANNUAL SUBSCRIPTION FOR TWO PRODUCTS","1.0","0.0","746.25",""
